timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,dayofweek,month,is_weekend
2006-12-23T16:06:00.000Z,4.856,0.58,240.22,20.2,0.0,0.0,18.0,16,7,12,1
2006-12-23T16:07:00.000Z,4.716,0.49,240.42,19.6,0.0,0.0,18.0,16,7,12,1
2006-12-23T16:08:00.000Z,4.734,0.418,239.87,19.8,0.0,1.0,17.0,16,7,12,1
2006-12-23T16:09:00.000Z,4.744,0.42,240.14,19.8,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:10:00.000Z,4.77,0.426,240.83,19.8,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:11:00.000Z,3.102,0.45,242.8,13.2,0.0,1.0,18.0,16,7,12,1
2006-12-23T16:12:00.000Z,3.156,0.454,243.17,13.6,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:13:00.000Z,4.81,0.436,241.81,19.8,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:14:00.000Z,4.744,0.42,239.91,19.8,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:15:00.000Z,4.748,0.422,240.05,19.8,0.0,2.0,17.0,16,7,12,1
2006-12-23T16:16:00.000Z,4.74,0.42,239.88,19.8,0.0,1.0,18.0,16,7,12,1
2006-12-23T16:17:00.000Z,4.42,0.424,240.3,18.6,0.0,2.0,17.0,16,7,12,1
2006-12-23T16:18:00.000Z,2.702,0.448,241.87,11.2,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:19:00.000Z,4.29,0.428,240.67,18.2,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:20:00.000Z,4.738,0.42,239.85,19.8,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:21:00.000Z,4.708,0.414,239.1,19.6,0.0,1.0,17.0,16,7,12,1
2006-12-23T16:22:00.000Z,4.692,0.412,238.65,19.6,0.0,2.0,18.0,16,7,12,1
2006-12-23T16:23:00.000Z,4.76,0.56,238.55,20.0,0.0,2.0,17.0,16,7,12,1
2006-12-23T16:24:00.000Z,4.198,0.64,238.91,18.2,0.0,1.0,18.0,16,7,12,1
2006-12-23T16:25:00.000Z,2.724,0.59,240.75,11.4,0.0,0.0,17.0,16,7,12,1
2006-12-23T16:26:00.000Z,4.314,0.57,239.49,18.6,0.0,0.0,18.0,16,7,12,1
2006-12-23T16:27:00.000Z,4.74,0.568,239.55,19.8,0.0,0.0,18.0,16,7,12,1
2006-12-23T16:28:00.000Z,4.728,0.556,239.89,19.8,0.0,0.0,17.0,16,7,12,1
2006-12-23T16:29:00.000Z,4.712,0.386,240.2,19.6,0.0,0.0,18.0,16,7,12,1
2006-12-23T16:30:00.000Z,4.788,0.378,239.08,20.0,0.0,2.0,17.0,16,7,12,1
2006-12-23T16:31:00.000Z,4.792,0.38,239.23,20.0,0.0,2.0,18.0,16,7,12,1
