timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,dayofweek,month,is_weekend
2007-02-24T04:12:00.000Z,0.398,0.246,240.75,1.8,0.0,2.0,0.0,4,7,2,1
2007-02-24T04:13:00.000Z,0.398,0.248,241.28,1.8,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:14:00.000Z,0.396,0.25,241.28,1.8,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:15:00.000Z,0.394,0.25,241.36,1.8,0.0,2.0,0.0,4,7,2,1
2007-02-24T04:16:00.000Z,0.392,0.244,240.26,1.8,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:17:00.000Z,0.392,0.248,241.18,1.8,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:18:00.000Z,0.392,0.25,241.47,1.8,0.0,2.0,0.0,4,7,2,1
2007-02-24T04:19:00.000Z,0.39,0.248,241.14,1.8,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:20:00.000Z,0.332,0.166,240.99,1.6,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:21:00.000Z,0.294,0.114,241.5,1.2,0.0,2.0,0.0,4,7,2,1
2007-02-24T04:22:00.000Z,0.294,0.116,241.67,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:23:00.000Z,0.294,0.112,241.09,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:24:00.000Z,0.294,0.116,241.74,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:25:00.000Z,0.292,0.114,241.28,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:26:00.000Z,0.3,0.112,240.73,1.2,0.0,2.0,0.0,4,7,2,1
2007-02-24T04:27:00.000Z,0.312,0.112,240.8,1.4,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:28:00.000Z,0.312,0.114,241.22,1.4,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:29:00.000Z,0.292,0.116,241.76,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:30:00.000Z,0.276,0.09,241.9,1.2,0.0,1.0,0.0,4,7,2,1
2007-02-24T04:31:00.000Z,0.222,0.0,243.53,1.0,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:32:00.000Z,0.222,0.0,243.65,1.0,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:33:00.000Z,0.222,0.0,242.97,0.8,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:34:00.000Z,0.22,0.0,242.59,0.8,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:35:00.000Z,0.222,0.0,243.27,1.0,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:36:00.000Z,0.22,0.0,243.08,0.8,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:37:00.000Z,0.22,0.0,242.66,0.8,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:38:00.000Z,0.222,0.0,243.07,0.8,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:39:00.000Z,0.296,0.076,242.51,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:40:00.000Z,0.296,0.098,242.1,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:41:00.000Z,0.296,0.098,241.62,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:42:00.000Z,0.296,0.096,241.73,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:43:00.000Z,0.296,0.098,242.09,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:44:00.000Z,0.292,0.096,241.59,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:45:00.000Z,0.292,0.1,242.49,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:46:00.000Z,0.294,0.104,243.69,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:47:00.000Z,0.294,0.106,243.97,1.2,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:48:00.000Z,0.414,0.24,243.15,2.0,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:49:00.000Z,0.332,0.138,244.03,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:50:00.000Z,0.328,0.136,243.84,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:51:00.000Z,0.326,0.132,242.88,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:52:00.000Z,0.324,0.132,242.97,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:53:00.000Z,0.322,0.134,243.21,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:54:00.000Z,0.322,0.134,243.02,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:55:00.000Z,0.318,0.128,241.81,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:56:00.000Z,0.318,0.13,242.51,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:57:00.000Z,0.316,0.128,242.01,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:58:00.000Z,0.314,0.126,241.27,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T04:59:00.000Z,0.314,0.128,241.73,1.4,0.0,0.0,0.0,4,7,2,1
2007-02-24T05:00:00.000Z,0.314,0.128,241.76,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:01:00.000Z,0.314,0.128,241.67,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:02:00.000Z,0.31,0.122,240.46,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:03:00.000Z,0.312,0.126,241.41,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:04:00.000Z,0.236,0.0,241.89,1.0,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:05:00.000Z,0.218,0.0,241.59,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:06:00.000Z,0.22,0.0,242.35,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:07:00.000Z,0.222,0.0,242.93,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:08:00.000Z,0.222,0.0,243.6,1.0,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:09:00.000Z,0.222,0.0,243.02,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:10:00.000Z,0.222,0.0,243.36,1.0,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:11:00.000Z,0.22,0.0,242.68,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:12:00.000Z,0.22,0.0,242.52,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:13:00.000Z,0.218,0.0,241.37,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:14:00.000Z,0.218,0.0,241.23,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:15:00.000Z,0.218,0.0,240.8,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:16:00.000Z,0.216,0.0,240.06,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:17:00.000Z,0.216,0.0,240.09,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:18:00.000Z,0.218,0.0,241.44,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:19:00.000Z,0.218,0.0,241.61,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:20:00.000Z,0.218,0.0,241.41,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:21:00.000Z,0.218,0.0,241.86,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:22:00.000Z,0.218,0.0,241.7,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:23:00.000Z,0.218,0.0,241.57,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:24:00.000Z,0.26,0.0,240.89,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:25:00.000Z,0.296,0.098,241.95,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:26:00.000Z,0.294,0.096,241.47,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:27:00.000Z,0.296,0.096,241.28,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:28:00.000Z,0.294,0.094,241.08,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:29:00.000Z,0.294,0.096,241.42,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:30:00.000Z,0.292,0.096,241.43,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:31:00.000Z,0.288,0.094,240.75,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:32:00.000Z,0.368,0.176,241.53,1.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:33:00.000Z,0.4,0.234,241.99,1.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:34:00.000Z,0.34,0.148,241.48,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:35:00.000Z,0.322,0.124,240.71,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:36:00.000Z,0.322,0.126,241.55,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:37:00.000Z,0.32,0.126,241.31,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:38:00.000Z,0.316,0.12,240.18,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:39:00.000Z,0.316,0.124,241.04,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:40:00.000Z,0.318,0.128,241.69,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:41:00.000Z,0.316,0.128,241.71,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:42:00.000Z,0.314,0.124,241.01,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:43:00.000Z,0.316,0.132,242.44,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:44:00.000Z,0.314,0.13,242.19,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:45:00.000Z,0.312,0.126,241.43,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:46:00.000Z,0.31,0.122,240.33,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:47:00.000Z,0.31,0.124,240.74,1.4,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:48:00.000Z,0.286,0.088,240.59,1.2,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:49:00.000Z,0.216,0.0,239.88,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:50:00.000Z,0.218,0.0,241.05,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:51:00.000Z,0.22,0.0,241.87,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:52:00.000Z,0.22,0.0,242.51,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:53:00.000Z,0.22,0.0,241.55,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:54:00.000Z,0.218,0.0,241.46,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:55:00.000Z,0.218,0.0,241.78,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:56:00.000Z,0.218,0.0,240.84,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:57:00.000Z,0.218,0.0,241.02,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:58:00.000Z,0.218,0.0,240.97,0.8,0.0,0.0,0.0,5,7,2,1
2007-02-24T05:59:00.000Z,0.222,0.0,241.23,1.0,0.0,0.0,0.0,5,7,2,1
2007-02-24T06:00:00.000Z,0.224,0.0,239.98,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:01:00.000Z,0.224,0.0,240.97,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:02:00.000Z,0.224,0.0,241.04,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:03:00.000Z,0.222,0.0,240.19,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:04:00.000Z,0.222,0.0,240.05,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:05:00.000Z,0.224,0.0,240.64,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:06:00.000Z,0.224,0.0,240.76,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:07:00.000Z,0.226,0.0,242.01,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:08:00.000Z,0.226,0.0,242.18,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:09:00.000Z,0.226,0.0,243.13,1.0,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:10:00.000Z,0.298,0.072,242.59,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:11:00.000Z,0.3,0.1,242.29,1.2,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:12:00.000Z,0.302,0.1,242.72,1.2,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:13:00.000Z,0.302,0.1,242.52,1.2,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:14:00.000Z,0.3,0.098,241.71,1.2,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:15:00.000Z,0.302,0.104,243.55,1.2,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:16:00.000Z,0.34,0.14,243.46,1.6,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:17:00.000Z,0.41,0.242,243.41,1.8,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:18:00.000Z,0.406,0.242,243.79,1.8,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:19:00.000Z,0.396,0.23,244.45,1.8,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:20:00.000Z,0.332,0.136,243.5,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:21:00.000Z,0.328,0.13,242.59,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:22:00.000Z,0.328,0.134,243.27,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:23:00.000Z,0.324,0.132,242.61,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:24:00.000Z,0.324,0.132,242.77,1.4,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:25:00.000Z,0.356,0.16,242.5,1.8,0.0,0.0,0.0,6,7,2,1
2007-02-24T06:26:00.000Z,0.406,0.26,243.24,2.0,0.0,1.0,0.0,6,7,2,1
2007-02-24T06:27:00.000Z,0.406,0.264,243.72,2.0,0.0,1.0,0.0,6,7,2,1
2007-02-24T06:28:00.000Z,0.402,0.26,243.11,2.0,0.0,2.0,0.0,6,7,2,1
2007-02-24T06:29:00.000Z,0.406,0.266,244.25,2.0,0.0,1.0,0.0,6,7,2,1
2007-02-24T06:30:00.000Z,0.406,0.266,244.42,2.0,0.0,1.0,0.0,6,7,2,1
2007-02-24T06:31:00.000Z,0.404,0.262,243.5,2.0,0.0,2.0,0.0,6,7,2,1
2007-02-24T06:32:00.000Z,0.396,0.248,243.46,1.8,0.0,1.0,0.0,6,7,2,1
