timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,dayofweek,month,is_weekend
2007-05-10T16:16:00.000Z,0.126,0.0,237.96,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:17:00.000Z,0.126,0.0,237.56,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:18:00.000Z,0.126,0.0,237.6,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:19:00.000Z,0.17,0.0,237.02,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:20:00.000Z,0.202,0.092,236.81,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:21:00.000Z,0.204,0.094,237.19,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:22:00.000Z,0.204,0.094,237.37,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:23:00.000Z,0.204,0.094,237.46,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:24:00.000Z,0.202,0.092,236.98,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:25:00.000Z,0.2,0.094,237.25,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:26:00.000Z,0.198,0.094,237.13,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:27:00.000Z,0.198,0.094,237.23,0.8,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:28:00.000Z,0.198,0.096,237.88,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:29:00.000Z,0.196,0.096,237.91,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:30:00.000Z,0.196,0.096,237.78,0.8,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:31:00.000Z,0.196,0.094,237.5,0.8,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:32:00.000Z,0.15,0.0,237.42,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:33:00.000Z,0.126,0.0,236.83,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:34:00.000Z,0.126,0.0,236.57,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:35:00.000Z,0.126,0.0,236.44,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:36:00.000Z,0.126,0.0,236.96,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:37:00.000Z,0.124,0.0,236.39,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:38:00.000Z,0.126,0.0,237.28,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:39:00.000Z,0.126,0.0,237.02,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:40:00.000Z,0.126,0.0,236.43,0.6,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:41:00.000Z,0.204,0.066,235.7,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:42:00.000Z,0.234,0.114,235.69,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:43:00.000Z,0.232,0.116,235.82,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:44:00.000Z,0.232,0.118,236.49,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:45:00.000Z,0.23,0.118,236.33,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:46:00.000Z,0.228,0.118,236.39,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:47:00.000Z,0.228,0.118,236.38,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:48:00.000Z,0.226,0.118,236.15,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:49:00.000Z,0.224,0.116,235.95,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:50:00.000Z,0.222,0.114,235.47,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:51:00.000Z,0.222,0.114,235.34,1.0,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:52:00.000Z,0.298,0.112,234.94,1.8,0.0,0.0,0.0,16,5,5,0
2007-05-10T16:53:00.000Z,1.282,0.1,234.78,5.4,0.0,0.0,17.0,16,5,5,0
2007-05-10T16:54:00.000Z,1.27,0.102,235.02,5.4,0.0,0.0,17.0,16,5,5,0
2007-05-10T16:55:00.000Z,1.26,0.102,235.32,5.2,0.0,0.0,18.0,16,5,5,0
2007-05-10T16:56:00.000Z,1.252,0.102,235.38,5.2,0.0,0.0,17.0,16,5,5,0
2007-05-10T16:57:00.000Z,1.242,0.1,234.9,5.2,0.0,0.0,17.0,16,5,5,0
2007-05-10T16:58:00.000Z,1.236,0.1,234.62,5.2,0.0,0.0,17.0,16,5,5,0
2007-05-10T16:59:00.000Z,1.238,0.102,235.09,5.2,0.0,0.0,17.0,16,5,5,0
2007-05-10T17:00:00.000Z,1.162,0.0,236.07,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:01:00.000Z,1.15,0.0,235.48,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:02:00.000Z,1.152,0.0,235.72,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:03:00.000Z,1.154,0.0,236.1,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:04:00.000Z,1.14,0.0,234.62,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:05:00.000Z,1.15,0.0,234.46,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:06:00.000Z,1.224,0.0,234.96,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:07:00.000Z,1.146,0.0,235.21,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:08:00.000Z,1.152,0.0,235.85,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:09:00.000Z,1.146,0.0,235.24,4.8,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:10:00.000Z,1.222,0.066,234.6,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:11:00.000Z,1.214,0.074,234.69,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:12:00.000Z,1.218,0.076,235.01,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:13:00.000Z,1.216,0.074,234.94,5.2,0.0,0.0,16.0,17,5,5,0
2007-05-10T17:14:00.000Z,1.216,0.076,235.02,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:15:00.000Z,1.214,0.076,234.98,5.2,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:16:00.000Z,1.216,0.076,235.26,5.0,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:17:00.000Z,1.214,0.078,235.31,5.0,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:18:00.000Z,1.216,0.078,235.45,5.0,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:19:00.000Z,1.216,0.078,235.6,5.0,0.0,0.0,17.0,17,5,5,0
2007-05-10T17:20:00.000Z,1.202,0.074,234.21,5.0,0.0,0.0,17.0,17,5,5,0
